id,date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,month_number,hour,year
5688,11/7/2019,7:54,Thursday,KENNEDY BD STATION,EUNT,5,7,W,BD,5145,Equipment - No Trouble Found,11,7,2019
5689,11/7/2019,8:29,Thursday,QUEEN'S PARK STATION,MUPAA,3,5,S,YU,6076,Passenger Assistance Alarm Activated - No Trouble Found,11,8,2019
5690,11/7/2019,10:10,Thursday,COXWELL STATION,TUSUP,5,8,W,BD,0,Supervisory Error,11,10,2019
5691,11/7/2019,10:53,Thursday,KENNEDY BD STATION,EUPI,4,7,W,BD,5181,Propulsion System,11,10,2019
5692,11/7/2019,11:00,Thursday,KENNEDY BD STATION,SUDP,10,13,W,BD,5346,Disorderly Patron,11,11,2019
5693,11/7/2019,11:12,Thursday,COXWELL STATION,TUNOA,4,7,W,BD,5232,No Operator Immediately Available ,11,11,2019
5694,11/7/2019,15:58,Thursday,ROYAL YORK STATION,MUI,13,15,E,BD,5020,Injured or ill Customer (On Train) - Transported,11,15,2019
5695,11/7/2019,16:28,Thursday,BATHURST STATION,MUIR,5,7,W,BD,5091,Injured or ill Customer (On Train) - Medical Aid Refused,11,16,2019
5696,11/7/2019,17:09,Thursday,BROADVIEW STATION,SUDP,4,6,E,BD,5114,Disorderly Patron,11,17,2019
5697,11/7/2019,17:28,Thursday,SUMMERHILL STATION,MUPAA,3,5,N,YU,5556,Passenger Assistance Alarm Activated - No Trouble Found,11,17,2019
5698,11/7/2019,17:37,Thursday,ST PATRICK STATION,MUATC,7,9,N,YU,6061,ATC Project,11,17,2019
5699,11/7/2019,19:20,Thursday,UNION STATION,SUEAS,6,8,N,YU,6081,Emergency Alarm Station Activation,11,19,2019
5700,11/7/2019,22:35,Thursday,WILSON STATION,SUO,3,8,N,YU,5976,Passenger Other,11,22,2019
5701,11/8/2019,0:51,Friday,GLENCAIRN STATION,MUPLB,33,38,S,YU,5501,Fire/Smoke Plan B - Source TTC,11,0,2019
5702,11/8/2019,1:17,Friday,KIPLING STATION,SUDP,4,8,E,BD,5207,Disorderly Patron,11,1,2019
5703,11/8/2019,1:25,Friday,MCCOWAN STATION,PRSW,7,0,N,SRT,3001,Switch Related,11,1,2019
5704,11/8/2019,1:36,Friday,OSSINGTON STATION,TUSC,6,10,W,BD,5039,Operator Overspeeding,11,1,2019
5705,11/8/2019,5:55,Friday,ISLINGTON STATION,EUCA,7,11,E,BD,5006,Compressed Air,11,5,2019
5706,11/8/2019,6:44,Friday,CHRISTIE STATION,EUNT,4,7,W,BD,5181,Equipment - No Trouble Found,11,6,2019
5707,11/8/2019,6:57,Friday,KENNEDY BD STATION,EUDO,3,5,E,BD,5221,Door Problems - Faulty Equipment,11,6,2019
5708,11/8/2019,8:02,Friday,FINCH STATION,TUSC,3,5,S,YU,5466,Operator Overspeeding,11,8,2019
5709,11/8/2019,8:20,Friday,DAVISVILLE STATION,TUO,3,5,S,YU,5416,Transportation Department - Other,11,8,2019
5710,11/8/2019,8:55,Friday,KIPLING STATION,EUAC,3,5,E,BD,5128,Air Conditioning,11,8,2019
5711,11/8/2019,11:36,Friday,KEELE STATION,EUDO,3,6,E,BD,5145,Door Problems - Faulty Equipment,11,11,2019
5712,11/8/2019,13:06,Friday,COLLEGE STATION,PUTDN,11,14,S,YU,5996,#N/A,11,13,2019
5713,11/8/2019,14:48,Friday,WOODBINE STATION,MUIR,4,7,E,BD,5201,Injured or ill Customer (On Train) - Medical Aid Refused,11,14,2019
5714,11/8/2019,15:30,Friday,LAWRENCE STATION,MUDD,4,7,N,YU,5646,Door Problems - Debris Related,11,15,2019
5715,11/8/2019,15:39,Friday,SHEPPARD STATION,EUCD,3,6,N,YU,5646,Consequential Delay (2nd Delay Same Fault),11,15,2019
5716,11/8/2019,15:46,Friday,SHEPPARD STATION,TUO,6,9,N,YU,6121,Transportation Department - Other,11,15,2019
5717,11/8/2019,15:59,Friday,FINCH STATION,EUO,3,6,S,YU,6126,RC&S Other,11,15,2019
5718,11/8/2019,16:27,Friday,KIPLING STATION,EUDO,5,7,E,BD,5004,Door Problems - Faulty Equipment,11,16,2019
5719,11/8/2019,16:35,Friday,GREENWOOD STATION,SUUT,6,8,W,BD,5111,Unauthorized at Track Level,11,16,2019
5720,11/8/2019,17:26,Friday,OSGOODE STATION,EUBO,4,6,N,YU,6111,Body,11,17,2019
5721,11/8/2019,17:35,Friday,VAUGHAN MC STATION,MUIR,3,5,S,YU,5691,Injured or ill Customer (On Train) - Medical Aid Refused,11,17,2019
5722,11/8/2019,17:49,Friday,FINCH STATION,MUIR,3,5,S,YU,5546,Injured or ill Customer (On Train) - Medical Aid Refused,11,17,2019
5723,11/8/2019,17:57,Friday,WARDEN STATION,TUKEY,3,5,W,BD,5245,Two Drum Switch Keys Activated,11,17,2019
5724,11/8/2019,18:26,Friday,OLD MILL STATION,EUPI,6,8,E,BD,5277,Propulsion System,11,18,2019
5725,11/8/2019,18:52,Friday,DON MILLS STATION,MUO,3,9,W,SHP,6176,Miscellaneous Other,11,18,2019
5726,11/8/2019,20:03,Friday,SPADINA BD STATION,SUUT,7,10,E,BD,5290,Unauthorized at Track Level,11,20,2019
5727,11/8/2019,20:05,Friday,LESLIE STATION,MUDD,5,10,W,SHP,6171,Door Problems - Debris Related,11,20,2019
5728,11/8/2019,20:24,Friday,COLLEGE STATION,SUUT,17,20,N,YU,5826,Unauthorized at Track Level,11,20,2019
5729,11/8/2019,20:44,Friday,ST GEORGE BD STATION,SUAP,5,8,W,BD,5239,Assault / Patron Involved,11,20,2019
5730,11/8/2019,22:27,Friday,KEELE STATION,EUCD,6,10,E,BD,5145,Consequential Delay (2nd Delay Same Fault),11,22,2019
5731,11/8/2019,23:35,Friday,BROADVIEW STATION,MUPAA,3,7,E,BD,5116,Passenger Assistance Alarm Activated - No Trouble Found,11,23,2019
5732,11/8/2019,23:55,Friday,DONLANDS STATION,MUDD,4,8,E,BD,5290,Door Problems - Debris Related,11,23,2019
5733,11/9/2019,2:01,Saturday,VICTORIA PARK STATION,MUDD,5,9,E,BD,5215,Door Problems - Debris Related,11,2,2019
5734,11/9/2019,5:56,Saturday,KING STATION,TUO,5,0,N,YU,5761,Transportation Department - Other,11,5,2019
5735,11/9/2019,6:01,Saturday,BLOOR STATION,TUO,5,0,S,YU,5781,Transportation Department - Other,11,6,2019
5736,11/9/2019,8:50,Saturday,OLD MILL STATION,MUPLB,63,68,E,BD,5112,Fire/Smoke Plan B - Source TTC,11,8,2019
5737,11/9/2019,10:33,Saturday,FINCH STATION,TUNIP,10,15,S,YU,5801,Operator Not In Position,11,10,2019
5738,11/9/2019,11:38,Saturday,GREENWOOD STATION,TUO,3,8,E,BD,5349,Transportation Department - Other,11,11,2019
5739,11/9/2019,11:49,Saturday,GREENWOOD STATION,PUEO,5,10,E,BD,5186,#N/A,11,11,2019
5740,11/9/2019,17:24,Saturday,QUEEN STATION,SUDP,5,10,N,YU,5496,Disorderly Patron,11,17,2019
5741,11/9/2019,18:00,Saturday,DOWNSVIEW PARK STATION,MUATC,6,11,S,YU,5721,ATC Project,11,18,2019
5742,11/9/2019,21:06,Saturday,EGLINTON WEST STATION,MUPAA,3,8,N,YU,5821,Passenger Assistance Alarm Activated - No Trouble Found,11,21,2019
5743,11/10/2019,0:06,Sunday,SHEPPARD-YONGE STATION,EUOE,12,17,E,SHP,6166,Rail Cars & Shops Opr. Error,11,0,2019
5744,11/10/2019,0:08,Sunday,JANE STATION,MUPR1,6,10,W,BD,5368,Priority One - Train in Contact With Person,11,0,2019
5745,11/10/2019,0:24,Sunday,KENNEDY BD STATION,EUOE,4,8,E,BD,5353,Rail Cars & Shops Opr. Error,11,0,2019
5746,11/10/2019,1:29,Sunday,WARDEN STATION,MUPLB,8,12,W,BD,5265,Fire/Smoke Plan B - Source TTC,11,1,2019
5747,11/10/2019,16:16,Sunday,VICTORIA PARK STATION,MUDD,3,7,W,BD,5190,Door Problems - Debris Related,11,16,2019
5748,11/10/2019,16:31,Sunday,RUNNYMEDE STATION,EUDO,8,12,W,BD,5293,Door Problems - Faulty Equipment,11,16,2019
5749,11/10/2019,18:21,Sunday,SHERBOURNE STATION,MUPAA,4,8,E,BD,5178,Passenger Assistance Alarm Activated - No Trouble Found,11,18,2019
5750,11/10/2019,20:07,Sunday,KIPLING STATION,MUIR,4,8,E,BD,5298,Injured or ill Customer (On Train) - Medical Aid Refused,11,20,2019
5751,11/10/2019,20:37,Sunday,BLOOR STATION,MUSAN,5,10,N,YU,6096,Unsanitary Vehicle,11,20,2019
5752,11/10/2019,23:38,Sunday,KENNEDY BD STATION,MUPLA,4,8,W,BD,5011,Fire/Smoke Plan A,11,23,2019
5753,11/10/2019,23:45,Sunday,BLOOR STATION,EUDO,3,8,N,YU,6121,Door Problems - Faulty Equipment,11,23,2019
5754,11/11/2019,0:30,Monday,DUNDAS WEST STATION,TUMVS,3,7,W,BD,5300,Operator Violated Signal,11,0,2019
5755,11/11/2019,0:44,Monday,BROADVIEW STATION,EUDO,3,7,W,BD,5202,Door Problems - Faulty Equipment,11,0,2019
5756,11/11/2019,1:11,Monday,DUNDAS WEST STATION,EUBK,10,14,W,BD,5105,Brakes,11,1,2019
5757,11/11/2019,1:30,Monday,WARDEN STATION,PUTIS,6,10,W,BD,5245,Ice / Snow Related Problems,11,1,2019
5758,11/11/2019,2:32,Monday,SHEPPARD-YONGE STATION,MUSC,3,8,W,SHP,6186,Miscellaneous Speed Control,11,2,2019
5759,11/11/2019,6:05,Monday,MCCOWAN STATION,PRO,7,12,S,SRT,3012,Other,11,6,2019
5760,11/11/2019,6:14,Monday,ST PATRICK STATION,MUATC,8,12,N,YU,5656,ATC Project,11,6,2019
5761,11/11/2019,6:17,Monday,WILSON STATION,PUSSW,3,5,S,YU,6006,Track Switch Failure - Signal Related Problem,11,6,2019
5762,11/11/2019,6:25,Monday,ST PATRICK STATION,MUATC,5,9,N,YU,5806,ATC Project,11,6,2019
5763,11/11/2019,6:30,Monday,WILSON STATION,MUCL,3,5,S,YU,6116,Divisional Clerk Related,11,6,2019
5764,11/11/2019,6:36,Monday,SPADINA YUS STATION,MUATC,7,11,N,YU,5806,ATC Project,11,6,2019
5765,11/11/2019,6:41,Monday,ST PATRICK STATION,MUATC,8,12,N,YU,5861,ATC Project,11,6,2019
5766,11/11/2019,6:53,Monday,WILSON STATION,EUDO,8,10,S,YU,6131,Door Problems - Faulty Equipment,11,6,2019
5767,11/11/2019,6:59,Monday,ST PATRICK STATION,MUSC,3,5,S,YU,5986,Miscellaneous Speed Control,11,6,2019
5768,11/11/2019,7:01,Monday,YORK MILLS STATION,SUDP,16,18,N,YU,5706,Disorderly Patron,11,7,2019
5769,11/11/2019,7:02,Monday,SPADINA YUS STATION,MUATC,4,8,N,YU,6081,ATC Project,11,7,2019
5770,11/11/2019,7:08,Monday,KIPLING STATION,EUDO,3,5,W,BD,5205,Door Problems - Faulty Equipment,11,7,2019
5771,11/11/2019,7:56,Monday,ROSEDALE STATION,MUIR,6,8,S,YU,5836,Injured or ill Customer (On Train) - Medical Aid Refused,11,7,2019
5772,11/11/2019,8:12,Monday,ST ANDREW STATION,EUSC,3,5,S,YU,5711,Speed Control Equipment  ,11,8,2019
5773,11/11/2019,8:59,Monday,ST PATRICK STATION,MUATC,8,10,N,YU,5591,ATC Project,11,8,2019
5774,11/11/2019,9:21,Monday,LAWRENCE STATION,MUIR,4,6,N,YU,5856,Injured or ill Customer (On Train) - Medical Aid Refused,11,9,2019
5775,11/11/2019,9:53,Monday,ST PATRICK STATION,MUATC,8,10,N,YU,5716,ATC Project,11,9,2019
5776,11/11/2019,10:07,Monday,SPADINA YUS STATION,MUATC,4,6,N,YU,5716,ATC Project,11,10,2019
5777,11/11/2019,10:39,Monday,NORTH YORK CTR STATION,TUSUP,3,6,S,YU,5676,Supervisory Error,11,10,2019
5778,11/11/2019,11:28,Monday,MUSEUM STATION,MUATC,5,7,S,YU,5711,ATC Project,11,11,2019
5779,11/11/2019,14:17,Monday,MUSEUM STATION,SUDP,4,7,N,YU,5706,Disorderly Patron,11,14,2019
5780,11/11/2019,14:48,Monday,BLOOR STATION,SUUT,8,11,S,YU,6136,Unauthorized at Track Level,11,14,2019
5781,11/11/2019,14:59,Monday,MCCOWAN STATION,PRSP,5,10,S,SRT,3012,Signals Power Supply Related,11,14,2019
5782,11/11/2019,16:41,Monday,YORK MILLS STATION,MUATC,3,5,S,YU,5471,ATC Project,11,16,2019
5783,11/11/2019,17:20,Monday,SPADINA BD STATION,EUDO,3,6,W,BD,5202,Door Problems - Faulty Equipment,11,17,2019
5784,11/11/2019,17:45,Monday,BROADVIEW STATION,MUIR,6,9,E,BD,5304,Injured or ill Customer (On Train) - Medical Aid Refused,11,17,2019
5785,11/11/2019,19:16,Monday,LANSDOWNE STATION,SUDP,7,10,W,BD,5133,Disorderly Patron,11,19,2019
5786,11/11/2019,19:26,Monday,KIPLING STATION,MUIR,3,6,E,BD,5110,Injured or ill Customer (On Train) - Medical Aid Refused,11,19,2019
5787,11/11/2019,20:10,Monday,SCARBOROUGH CTR STATIO,MRWEA,6,12,N,SRT,3019,Weather Reports / Related Delays,11,20,2019
5788,11/11/2019,21:32,Monday,MCCOWAN STATION,MRTO,13,18,N,SRT,3022,Timeout,11,21,2019
5789,11/11/2019,21:44,Monday,MIDLAND STATION,MRWEA,4,7,N,SRT,3019,Weather Reports / Related Delays,11,21,2019
5790,11/11/2019,22:06,Monday,SCARBOROUGH CTR STATIO,MRWEA,3,8,S,SRT,3020,Weather Reports / Related Delays,11,22,2019
5791,11/11/2019,22:51,Monday,LAWRENCE EAST STATION,MRWEA,4,9,N,SRT,3015,Weather Reports / Related Delays,11,22,2019
5792,11/11/2019,23:00,Monday,KENNEDY SRT STATION,MRWEA,153,158,N,SRT,3007,Weather Reports / Related Delays,11,23,2019
5793,11/11/2019,23:08,Monday,ROYAL YORK STATION,PUTIS,3,7,W,BD,5133,Ice / Snow Related Problems,11,23,2019
5794,11/12/2019,2:18,Tuesday,HIGHWAY 407 STATION,MUATC,3,8,N,YU,5426,ATC Project,11,2,2019
5795,11/12/2019,5:50,Tuesday,EGLINTON STATION,PUSIS,3,5,N,YU,5836,Signals Track Weather Related,11,5,2019
5796,11/12/2019,5:50,Tuesday,WILSON STATION,MUCL,3,5,S,YU,5621,Divisional Clerk Related,11,5,2019
5797,11/12/2019,5:58,Tuesday,WARDEN STATION,PUTIS,4,8,W,BD,5280,Ice / Snow Related Problems,11,5,2019
5798,11/12/2019,6:00,Tuesday,WILSON STATION,MUATC,4,7,S,YU,5381,ATC Project,11,6,2019
5799,11/12/2019,6:50,Tuesday,WARDEN STATION,PUTIS,4,6,W,BD,5024,Ice / Snow Related Problems,11,6,2019
5800,11/12/2019,7:48,Tuesday,SHEPPARD STATION,MUPAA,4,6,N,YU,5576,Passenger Assistance Alarm Activated - No Trouble Found,11,7,2019
5801,11/12/2019,8:01,Tuesday,LANSDOWNE STATION,EUDO,6,8,E,BD,5031,Door Problems - Faulty Equipment,11,8,2019
5802,11/12/2019,8:20,Tuesday,UNION STATION,TUMVS,5,7,N,YU,5591,Operator Violated Signal,11,8,2019
5803,11/12/2019,8:23,Tuesday,KENNEDY BD STATION,TUNIP,3,5,W,BD,5058,Operator Not In Position,11,8,2019
5804,11/12/2019,8:26,Tuesday,PAPE STATION,TUO,3,5,E,BD,5064,Transportation Department - Other,11,8,2019
5805,11/12/2019,9:50,Tuesday,EGLINTON STATION,TUMVS,4,6,N,YU,5796,Operator Violated Signal,11,9,2019
5806,11/12/2019,10:18,Tuesday,MCCOWAN STATION,ERPR,5,10,,SRT,3001,Propulsion System,11,10,2019
5807,11/12/2019,10:32,Tuesday,FINCH STATION,TUO,3,6,S,YU,5591,Transportation Department - Other,11,10,2019
5808,11/12/2019,11:49,Tuesday,ELLESMERE STATION,ERLV,5,10,N,SRT,3015,Low Voltage,11,11,2019
5809,11/12/2019,16:22,Tuesday,SHEPPARD STATION,SUDP,4,6,N,YU,6016,Disorderly Patron,11,16,2019
5810,11/12/2019,17:55,Tuesday,COXWELL STATION,SUDP,8,10,E,BD,5304,Disorderly Patron,11,17,2019
5811,11/12/2019,18:37,Tuesday,SHEPPARD STATION,EUDO,4,6,N,YU,5991,Door Problems - Faulty Equipment,11,18,2019
5812,11/12/2019,18:53,Tuesday,EGLINTON STATION,PUTIS,3,6,N,YU,6036,Ice / Snow Related Problems,11,18,2019
5813,11/12/2019,18:55,Tuesday,WARDEN STATION,PUTIS,3,6,E,BD,5186,Ice / Snow Related Problems,11,18,2019
5814,11/12/2019,20:45,Tuesday,ST CLAIR STATION,EUNT,3,6,S,YU,5741,Equipment - No Trouble Found,11,20,2019
5815,11/12/2019,21:27,Tuesday,QUEEN'S PARK STATION,SUDP,11,15,S,YU,5501,Disorderly Patron,11,21,2019
5816,11/12/2019,22:11,Tuesday,SHEPPARD-YONGE STATION,PUSTS,4,9,W,SHP,6141,Signals - Train Stops,11,22,2019
5817,11/12/2019,22:16,Tuesday,BATHURST STATION,MUIR,3,7,E,BD,5306,Injured or ill Customer (On Train) - Medical Aid Refused,11,22,2019
5818,11/12/2019,22:41,Tuesday,SHEPPARD-YONGE STATION,PUSTS,6,11,W,SHP,6156,Signals - Train Stops,11,22,2019
5819,11/13/2019,5:52,Wednesday,WOODBINE STATION,MUWEA,5,10,E,BD,5048,Weather Reports / Related Delays,11,5,2019
5820,11/13/2019,6:01,Wednesday,WILSON STATION,EUTL,3,5,S,YU,5701,Trainline System,11,6,2019
5821,11/13/2019,6:03,Wednesday,WARDEN STATION,MUWEA,3,8,E,BD,5048,Weather Reports / Related Delays,11,6,2019
5822,11/13/2019,6:15,Wednesday,LAWRENCE WEST STATION,EUCD,3,5,S,YU,5701,Consequential Delay (2nd Delay Same Fault),11,6,2019
5823,11/13/2019,6:24,Wednesday,KIPLING STATION,EUAC,4,8,W,BD,5105,Air Conditioning,11,6,2019
5824,11/13/2019,6:44,Wednesday,FINCH STATION,MUSC,3,5,N,YU,5806,Miscellaneous Speed Control,11,6,2019
5825,11/13/2019,7:01,Wednesday,MIDLAND STATION,MRTO,3,8,S,SRT,3000,Timeout,11,7,2019
5826,11/13/2019,9:32,Wednesday,ROYAL YORK STATION,SUDP,4,6,E,BD,5125,Disorderly Patron,11,9,2019
5827,11/13/2019,9:38,Wednesday,WELLESLEY STATION,MUIR,10,12,N,YU,5631,Injured or ill Customer (On Train) - Medical Aid Refused,11,9,2019
5828,11/13/2019,10:45,Wednesday,KIPLING STATION,MUSAN,3,6,E,BD,5165,Unsanitary Vehicle,11,10,2019
5829,11/13/2019,12:42,Wednesday,YORKDALE STATION,MUATC,3,6,N,YU,5716,ATC Project,11,12,2019
5830,11/13/2019,13:48,Wednesday,COLLEGE STATION,SUPOL,3,6,N,YU,5666,Held By Polce - Non-TTC Related,11,13,2019
5831,11/13/2019,14:58,Wednesday,YONGE BD STATION,SUUT,16,19,W,BD,5071,Unauthorized at Track Level,11,14,2019
5832,11/13/2019,15:01,Wednesday,UNION STATION,EUTRD,4,7,N,YU,5661,TR Cab Doors,11,15,2019
5833,11/13/2019,15:07,Wednesday,VAUGHAN MC STATION,EUO,3,6,S,YU,5751,RC&S Other,11,15,2019
5834,11/13/2019,16:07,Wednesday,ELLESMERE STATION,SRO,5,10,N,SRT,3013,Passenger Other,11,16,2019
5835,11/13/2019,16:29,Wednesday,OSSINGTON STATION,PUSTS,4,7,W,BD,5030,Signals - Train Stops,11,16,2019
5836,11/13/2019,17:15,Wednesday,SPADINA BD STATION,MUDD,18,20,W,BD,5071,Door Problems - Debris Related,11,17,2019
5837,11/13/2019,17:21,Wednesday,SPADINA BD STATION,MUIR,7,10,W,BD,5151,Injured or ill Customer (On Train) - Medical Aid Refused,11,17,2019
5838,11/13/2019,17:40,Wednesday,BLOOR STATION,MUO,3,5,N,YU,5996,Miscellaneous Other,11,17,2019
5839,11/13/2019,18:03,Wednesday,SCARBOROUGH CTR STATIO,PRS,3,8,N,SRT,3009,VCC/RCIU/CCR,11,18,2019
5840,11/13/2019,18:09,Wednesday,EGLINTON WEST STATION,MUIR,7,9,N,YU,5846,Injured or ill Customer (On Train) - Medical Aid Refused,11,18,2019
5841,11/13/2019,18:15,Wednesday,CHRISTIE STATION,MUIR,3,5,W,BD,5017,Injured or ill Customer (On Train) - Medical Aid Refused,11,18,2019
5842,11/14/2019,5:58,Thursday,EGLINTON STATION,EUTRD,5,10,N,YU,5686,TR Cab Doors,11,5,2019
5843,11/14/2019,6:26,Thursday,KEELE STATION,PUSSW,3,7,E,BD,5023,Track Switch Failure - Signal Related Problem,11,6,2019
5844,11/14/2019,6:29,Thursday,WILSON STATION,TUATC,5,7,S,YU,6106,ATC Operator Related,11,6,2019
5845,11/14/2019,6:34,Thursday,UNION STATION,TUSUP,3,5,N,YU,5446,Supervisory Error,11,6,2019
5846,11/14/2019,8:52,Thursday,ST CLAIR WEST STATION,MUATC,4,6,S,YU,5536,ATC Project,11,8,2019
5847,11/14/2019,9:16,Thursday,EGLINTON STATION,PUSRA,3,5,S,YU,5446,Subway Radio System Fault ,11,9,2019
5848,11/14/2019,11:38,Thursday,FINCH STATION,MUIR,3,6,N,YU,6045,Injured or ill Customer (On Train) - Medical Aid Refused,11,11,2019
5849,11/14/2019,11:59,Thursday,MUSEUM STATION,MUATC,4,7,S,YU,5906,ATC Project,11,11,2019
5850,11/14/2019,12:54,Thursday,KENNEDY BD STATION,EUOE,9,12,E,BD,5167,Rail Cars & Shops Opr. Error,11,12,2019
5851,11/14/2019,14:37,Thursday,DONLANDS STATION,EUYRD,2,4,W,BD,5192,Yard/Carhouse Related Problems,11,14,2019
5852,11/14/2019,18:23,Thursday,FINCH STATION,TUNIP,3,5,S,YU,5606,Operator Not In Position,11,18,2019
5853,11/14/2019,18:47,Thursday,BROADVIEW STATION,SUDP,5,7,E,BD,5116,Disorderly Patron,11,18,2019
5854,11/14/2019,19:15,Thursday,FINCH STATION,MUTO,4,6,S,YU,6081,Misc. Transportation Other - Employee Non-Chargeable,11,19,2019
5855,11/14/2019,20:50,Thursday,KING STATION,MUPAA,4,7,S,YU,5586,Passenger Assistance Alarm Activated - No Trouble Found,11,20,2019
5856,11/14/2019,20:54,Thursday,BLOOR STATION,MUPLB,14,17,N,YU,5731,Fire/Smoke Plan B - Source TTC,11,20,2019
5857,11/14/2019,22:33,Thursday,ST GEORGE BD STATION,MUDD,5,9,E,BD,5209,Door Problems - Debris Related,11,22,2019
5858,11/14/2019,22:45,Thursday,CASTLE FRANK STATION,EUDO,4,8,E,BD,5209,Door Problems - Faulty Equipment,11,22,2019
5859,11/14/2019,23:43,Thursday,WELLESLEY STATION,SUDP,6,11,S,YU,6076,Disorderly Patron,11,23,2019
5860,11/15/2019,0:52,Friday,EGLINTON WEST STATION,MUIR,6,11,S,YU,5531,Injured or ill Customer (On Train) - Medical Aid Refused,11,0,2019
5861,11/15/2019,6:46,Friday,YONGE BD STATION,MUDD,4,8,W,BD,5265,Door Problems - Debris Related,11,6,2019
5862,11/15/2019,7:43,Friday,ST PATRICK STATION,MUATC,10,12,N,YU,5426,ATC Project,11,7,2019
5863,11/15/2019,9:18,Friday,FINCH STATION,MUO,3,5,S,YU,5811,Miscellaneous Other,11,9,2019
5864,11/15/2019,10:08,Friday,YORKDALE STATION,SUDP,11,13,S,YU,5431,Disorderly Patron,11,10,2019
5865,11/15/2019,11:12,Friday,OLD MILL STATION,SUO,3,6,E,BD,5149,Passenger Other,11,11,2019
5866,11/15/2019,11:24,Friday,CHESTER STATION,SUUT,5,8,W,BD,3555,Unauthorized at Track Level,11,11,2019
5867,11/15/2019,17:26,Friday,GLENCAIRN STATION,SUAP,7,9,N,YU,5476,Assault / Patron Involved,11,17,2019
5868,11/15/2019,17:41,Friday,FINCH STATION,MUIR,4,6,S,YU,6404,Injured or ill Customer (On Train) - Medical Aid Refused,11,17,2019
5869,11/15/2019,17:44,Friday,COXWELL STATION,MUNOA,6,8,E,BD,5178,No Operator Immediately Available - Not E.S.A. Related ,11,17,2019
5870,11/15/2019,19:43,Friday,GREENWOOD STATION,EUBK,15,18,E,BD,5240,Brakes,11,19,2019
5871,11/15/2019,20:12,Friday,WARDEN STATION,MUPAA,4,7,W,BD,5259,Passenger Assistance Alarm Activated - No Trouble Found,11,20,2019
5872,11/15/2019,21:28,Friday,DUNDAS WEST STATION,EUDO,7,11,W,BD,5123,Door Problems - Faulty Equipment,11,21,2019
5873,11/15/2019,23:32,Friday,FINCH STATION,EUO,5,10,S,YU,5786,RC&S Other,11,23,2019
5874,11/16/2019,5:51,Saturday,KIPLING STATION,PUTIS,3,0,E,BD,5306,Ice / Snow Related Problems,11,5,2019
5875,11/16/2019,6:06,Saturday,KEELE STATION,PUSIS,34,0,E,BD,5306,Signals Track Weather Related,11,6,2019
5876,11/16/2019,9:03,Saturday,KENNEDY SRT STATION,MRO,10,16,N,SRT,3013,Miscellaneous Other,11,9,2019
5877,11/16/2019,12:45,Saturday,RUNNYMEDE STATION,EUDO,8,12,W,BD,5124,Door Problems - Faulty Equipment,11,12,2019
5878,11/16/2019,14:53,Saturday,DUNDAS WEST STATION,TUMVS,5,9,W,BD,5001,Operator Violated Signal,11,14,2019
5879,11/16/2019,15:22,Saturday,FINCH STATION,PUSO,8,13,S,YU,5571,S/E/C Department Other,11,15,2019
5880,11/16/2019,21:34,Saturday,BLOOR STATION,SUO,5,10,N,YU,5571,Passenger Other,11,21,2019
5881,11/16/2019,21:41,Saturday,ROYAL YORK STATION,MUI,9,13,E,BD,5069,Injured or ill Customer (On Train) - Transported,11,21,2019
5882,11/16/2019,22:04,Saturday,YONGE BD STATION,SUDP,4,8,E,BD,5204,Disorderly Patron,11,22,2019
5883,11/16/2019,22:40,Saturday,VAUGHAN MC STATION,SUDP,3,8,S,YU,5966,Disorderly Patron,11,22,2019
5884,11/16/2019,22:42,Saturday,KING STATION,PUSSW,33,38,S,YU,5391,Track Switch Failure - Signal Related Problem,11,22,2019
5885,11/16/2019,22:52,Saturday,QUEEN STATION,PUSI,5,10,S,YU,6066,Signals or Related Components Failure ,11,22,2019
5886,11/17/2019,9:48,Sunday,FINCH STATION,EUSC,4,9,S,YU,6051,Speed Control Equipment  ,11,9,2019
5887,11/17/2019,10:19,Sunday,LAWRENCE STATION,TUO,5,10,S,YU,5476,Transportation Department - Other,11,10,2019
5888,11/17/2019,10:50,Sunday,WILSON STATION,TUATC,3,8,N,YU,5886,ATC Operator Related,11,10,2019
5889,11/17/2019,11:55,Sunday,KIPLING STATION,EUBK,5,10,E,BD,5314,Brakes,11,11,2019
5890,11/17/2019,12:33,Sunday,BLOOR STATION,SUDP,3,7,S,YU,5981,Disorderly Patron,11,12,2019
5891,11/17/2019,12:51,Sunday,ST GEORGE BD STATION,SUDP,3,8,W,BD,5084,Disorderly Patron,11,12,2019
5892,11/17/2019,12:57,Sunday,GREENWOOD STATION,MUIR,10,15,W,BD,5358,Injured or ill Customer (On Train) - Medical Aid Refused,11,12,2019
5893,11/17/2019,13:03,Sunday,SHEPPARD-YONGE STATION,EUTRD,6,11,E,SHP,6151,TR Cab Doors,11,13,2019
5894,11/17/2019,13:47,Sunday,FINCH STATION,MUDD,8,12,S,YU,5746,Door Problems - Debris Related,11,13,2019
5895,11/17/2019,14:26,Sunday,ST CLAIR WEST STATION,SUDP,4,8,S,YU,5421,Disorderly Patron,11,14,2019
5896,11/17/2019,16:25,Sunday,DONLANDS STATION,MUIRS,3,7,E,BD,5357,Injured or ill Customer (In Station) - Medical Aid Refused,11,16,2019
5897,11/17/2019,17:01,Sunday,ROSEDALE STATION,MUPAA,4,8,S,YU,5456,Passenger Assistance Alarm Activated - No Trouble Found,11,17,2019
