,id,date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,month_number,hour,year,Time,Time_group
8085,8086,3/12/2018,17:04,Monday,YONGE BLOOR YUS STATION,MUI,4,7,N,YU,5411,Injured or ill Customer (On Train) - Transported,3,17,2018,17,d
8086,8087,3/12/2018,17:11,Monday,BAYVIEW STATION,MUPAA,3,8,E,SHP,6181,Passenger Assistance Alarm Activated - No Trouble Found,3,17,2018,17,d
8087,8088,3/12/2018,17:17,Monday,YORK MILLS STATION,MUIR,6,9,N,YU,5921,Injured or ill Customer (On Train) - Medical Aid Refused,3,17,2018,17,d
8088,8089,3/12/2018,17:37,Monday,DUPONT STATION,SUDP,5,8,N,YU,5461,Disorderly Patron,3,17,2018,17,d
8089,8090,3/12/2018,18:08,Monday,LESLIE STATION,PUOPO,3,8,W,SHP,6186,OPTO (COMMS) Train Door Monitoring,3,18,2018,18,d
8090,8091,3/12/2018,18:12,Monday,WELLESLEY STATION,SUAP,8,11,S,YU,5546,Assault / Patron Involved,3,18,2018,18,d
8091,8092,3/12/2018,18:36,Monday,DUPONT STATION,TUOS,3,6,S,YU,6081,Operator Overshot Platform,3,18,2018,18,d
8092,8093,3/12/2018,19:36,Monday,YONGE BLOOR BD STATION,MUDD,6,9,W,BD,5196,Door Problems - Debris Related,3,19,2018,19,d
8093,8094,3/12/2018,20:07,Monday,KIPLING STATION,MUDD,3,6,E,BD,5196,Door Problems - Debris Related,3,20,2018,20,e
8094,8095,3/12/2018,21:59,Monday,QUEEN'S PARK STATION,TUO,3,7,S,YU,5086,Transportation Department - Other,3,21,2018,21,e
8095,8096,3/12/2018,22:06,Monday,ST CLAIR WEST STATION,SUDP,4,9,N,YU,5671,Disorderly Patron,3,22,2018,22,e
8096,8097,3/12/2018,22:19,Monday,DUNDAS STATION,MUD,3,8,N,YU,5626,Door Problems - Passenger Related,3,22,2018,22,e
8097,8098,3/12/2018,23:12,Monday,COXWELL STATION,TUNIP,3,8,W,BD,5312,Operator Not In Position,3,23,2018,23,e
8098,8099,3/12/2018,23:21,Monday,YORK MILLS STATION,SUDP,7,12,N,YU,5321,Disorderly Patron,3,23,2018,23,e
8099,8100,3/12/2018,23:51,Monday,YONGE BLOOR BD STATION,MUDD,8,13,W,BD,5214,Door Problems - Debris Related,3,23,2018,23,e
8100,8101,3/13/2018,0:04,Tuesday,OSGOODE STATION,SUUT,17,22,N,YU,5591,Unauthorized at Track Level,3,0,2018,24,e
8101,8102,3/13/2018,0:05,Tuesday,BROADVIEW STATION,MUO,5,10,W,BD,5023,Miscellaneous Other,3,0,2018,24,e
8102,8103,3/13/2018,0:52,Tuesday,DUNDAS WEST STATION,TUMVS,5,10,W,BD,5321,Operator Violated Signal,3,0,2018,24,e
8103,8104,3/13/2018,6:00,Tuesday,WELLESLEY STATION,MUPLB,60,65,N,YU,6086,Fire/Smoke Plan B - Source TTC,3,6,2018,6,a
8104,8105,3/13/2018,6:12,Tuesday,BAYVIEW STATION,TUMVS,5,10,E,SHP,6196,Operator Violated Signal,3,6,2018,6,a
8105,8106,3/13/2018,6:47,Tuesday,DONLANDS STATION,MUNOA,3,7,W,BD,0,No Operator Immediately Available - Not E.S.A. Related ,3,6,2018,6,a
8106,8107,3/13/2018,7:27,Tuesday,GREENWOOD STATION,MUNOA,3,6,E,BD,5356,No Operator Immediately Available - Not E.S.A. Related ,3,7,2018,7,b
8107,8108,3/13/2018,8:24,Tuesday,SUMMERHILL STATION,MUPAA,3,5,S,YU,5611,Passenger Assistance Alarm Activated - No Trouble Found,3,8,2018,8,b
8108,8109,3/13/2018,9:25,Tuesday,COXWELL STATION,MUTO,3,6,W,BD,5245,Misc. Transportation Other - Employee Non-Chargeable,3,9,2018,9,b
8109,8110,3/13/2018,9:47,Tuesday,KENNEDY SRT STATION,PRSA,6,12,S,SRT,3000,Axle Counter Related,3,9,2018,9,b
8110,8111,3/13/2018,11:19,Tuesday,EGLINTON STATION,MUI,10,13,S,YU,5465,Injured or ill Customer (On Train) - Transported,3,11,2018,11,c
8111,8112,3/13/2018,11:51,Tuesday,SHEPPARD-YONGE YUS STATION,MUTO,4,7,N,YU,6061,Misc. Transportation Other - Employee Non-Chargeable,3,11,2018,11,c
8112,8113,3/13/2018,13:21,Tuesday,BAY STATION,SUO,3,6,E,BD,5127,Passenger Other,3,13,2018,13,c
8113,8114,3/13/2018,14:04,Tuesday,SHEPPARD WEST STATION,MUATC,6,9,N,YU,5431,ATC Project,3,14,2018,14,c
8114,8115,3/13/2018,14:09,Tuesday,WILSON STATION,TUMVS,3,6,N,YU,6016,Operator Violated Signal,3,14,2018,14,c
8115,8116,3/13/2018,15:41,Tuesday,BAYVIEW STATION,PUOPO,3,8,E,SHP,6181,OPTO (COMMS) Train Door Monitoring,3,15,2018,15,c
8116,8117,3/13/2018,15:42,Tuesday,WILSON STATION,TUNOA,3,5,N,YU,5486,No Operator Immediately Available ,3,15,2018,15,c
8117,8118,3/13/2018,16:34,Tuesday,KIPLING STATION,MUDD,10,12,E,BD,5305,Door Problems - Debris Related,3,16,2018,16,c
8118,8119,3/13/2018,17:39,Tuesday,WELLESLEY STATION,MUIR,3,5,N,YU,5721,Injured or ill Customer (On Train) - Medical Aid Refused,3,17,2018,17,d
8119,8120,3/13/2018,18:12,Tuesday,HIGH PARK STATION,MUTO,3,5,W,BD,5027,Misc. Transportation Other - Employee Non-Chargeable,3,18,2018,18,d
8120,8121,3/13/2018,18:43,Tuesday,WELLESLEY STATION,TUMVS,5,8,S,YU,5411,Operator Violated Signal,3,18,2018,18,d
8121,8122,3/13/2018,20:10,Tuesday,YORKDALE STATION,SUDP,9,12,N,YU,5606,Disorderly Patron,3,20,2018,20,e
8122,8123,3/13/2018,20:43,Tuesday,LESLIE STATION,PUOPO,7,12,W,SHP,6186,OPTO (COMMS) Train Door Monitoring,3,20,2018,20,e
8123,8124,3/13/2018,21:18,Tuesday,DUNDAS STATION,SUO,4,9,S,YU,5836,Passenger Other,3,21,2018,21,e
8124,8125,3/14/2018,0:23,Wednesday,SHEPPARD WEST STATION,MUATC,15,20,N,YU,5466,ATC Project,3,0,2018,24,e
8125,8126,3/14/2018,0:43,Wednesday,YONGE BLOOR YUS STATION,SUDP,7,12,S,YU,5936,Disorderly Patron,3,0,2018,24,e
8126,8127,3/14/2018,1:29,Wednesday,BAY STATION,MUI,7,11,W,BD,5155,Injured or ill Customer (On Train) - Transported,3,1,2018,25,e
8127,8128,3/14/2018,1:41,Wednesday,WILSON STATION,MUIR,6,11,N,YU,5391,Injured or ill Customer (On Train) - Medical Aid Refused,3,1,2018,25,e
8128,8129,3/14/2018,7:56,Wednesday,KEELE STATION,SUAP,9,11,W,BD,5314,Assault / Patron Involved,3,7,2018,7,b
8129,8130,3/14/2018,8:10,Wednesday,YORKDALE STATION,TUOS,4,8,S,YU,5786,Operator Overshot Platform,3,8,2018,8,b
8130,8131,3/14/2018,9:29,Wednesday,EGLINTON STATION,MUSC,3,6,S,YU,5566,Miscellaneous Speed Control,3,9,2018,9,b
8131,8132,3/14/2018,9:32,Wednesday,SHEPPARD-YONGE YUS STATION,MUDD,4,7,N,YU,5856,Door Problems - Debris Related,3,9,2018,9,b
8132,8133,3/14/2018,11:13,Wednesday,ST GEORGE YUS STATION,SUAP,5,8,N,YU,5466,Assault / Patron Involved,3,11,2018,11,c
8133,8134,3/14/2018,11:32,Wednesday,DUNDAS STATION,MUIR,4,7,S,YU,5721,Injured or ill Customer (On Train) - Medical Aid Refused,3,11,2018,11,c
8134,8135,3/14/2018,13:14,Wednesday,YONGE BLOOR YUS STATION,MUD,4,7,S,YU,5856,Door Problems - Passenger Related,3,13,2018,13,c
8135,8136,3/14/2018,14:49,Wednesday,SPADINA BD STATION,MUDD,5,7,W,BD,5041,Door Problems - Debris Related,3,14,2018,14,c
8136,8137,3/14/2018,14:49,Wednesday,WILSON STATION,MUTO,4,7,S,YU,5581,Misc. Transportation Other - Employee Non-Chargeable,3,14,2018,14,c
8137,8138,3/14/2018,16:35,Wednesday,KENNEDY BD STATION,EUO,3,5,,BD,5001,RC&S Other,3,16,2018,16,c
8138,8139,3/14/2018,16:44,Wednesday,MCCOWAN STATION,ERDO,3,9,S,SRT,3026,Door Problems - Faulty Equipment,3,16,2018,16,c
8139,8140,3/14/2018,17:19,Wednesday,YONGE BLOOR YUS STATION,MUDD,7,9,N,YU,6006,Door Problems - Debris Related,3,17,2018,17,d
8140,8141,3/14/2018,17:37,Wednesday,WELLESLEY STATION,SUDP,8,10,N,YU,5956,Disorderly Patron,3,17,2018,17,d
8141,8142,3/14/2018,17:51,Wednesday,ST GEORGE YUS STATION,TUMVS,5,7,S,YU,5536,Operator Violated Signal,3,17,2018,17,d
8142,8143,3/14/2018,18:35,Wednesday,NORTH YORK CTR STATION,EUDO,5,7,N,YU,6046,Door Problems - Faulty Equipment,3,18,2018,18,d
8143,8144,3/14/2018,18:53,Wednesday,UNION STATION,MUTO,4,6,N,YU,5501,Misc. Transportation Other - Employee Non-Chargeable,3,18,2018,18,d
8144,8145,3/14/2018,20:38,Wednesday,GREENWOOD STATION,SUDP,7,10,E,BD,5097,Disorderly Patron,3,20,2018,20,e
8145,8146,3/14/2018,21:27,Wednesday,ST CLAIR WEST STATION,SUROB,9,14,S,YU,5811,Robbery,3,21,2018,21,e
8146,8147,3/14/2018,22:27,Wednesday,EGLINTON STATION,EUDO,15,20,N,YU,5506,Door Problems - Faulty Equipment,3,22,2018,22,e
8147,8148,3/14/2018,23:00,Wednesday,EGLINTON WEST STATION,TUO,14,19,S,YU,5916,Transportation Department - Other,3,23,2018,23,e
8148,8149,3/14/2018,23:35,Wednesday,VAUGHAN MC STATION,EUO,5,10,N,YU,5586,RC&S Other,3,23,2018,23,e
8149,8150,3/15/2018,1:07,Thursday,OSSINGTON STATION,SUDP,4,9,W,BD,5160,Disorderly Patron,3,1,2018,25,e
8150,8151,3/15/2018,1:22,Thursday,MUSEUM STATION,MUPAA,4,9,N,YU,6051,Passenger Assistance Alarm Activated - No Trouble Found,3,1,2018,25,e
8151,8152,3/15/2018,1:27,Thursday,PAPE STATION,SUO,3,8,W,BD,5097,Passenger Other,3,1,2018,25,e
8152,8153,3/15/2018,1:40,Thursday,GLENCAIRN STATION,MUPAA,3,8,N,YU,6051,Passenger Assistance Alarm Activated - No Trouble Found,3,1,2018,25,e
8153,8154,3/15/2018,5:40,Thursday,WARDEN STATION,PUTWZ,10,13,E,BD,5302,Work Zone Problems - Track,3,5,2018,29,f
8154,8155,3/15/2018,8:38,Thursday,MUSEUM STATION,EUTRD,3,5,S,YU,6116,TR Cab Doors,3,8,2018,8,b
8155,8156,3/15/2018,8:46,Thursday,DUFFERIN STATION,TUS,5,7,W,BD,5137,Crew Unable to Maintain Schedule,3,8,2018,8,b
8156,8157,3/15/2018,9:33,Thursday,ISLINGTON STATION,TUMVS,3,5,W,BD,5155,Operator Violated Signal,3,9,2018,9,b
8157,8158,3/15/2018,11:11,Thursday,DON MILLS STATION,MUDD,5,11,W,SHP,6141,Door Problems - Debris Related,3,11,2018,11,c
8158,8159,3/15/2018,11:28,Thursday,OSGOODE STATION,MUPLB,32,36,N,YU,5586,Fire/Smoke Plan B - Source TTC,3,11,2018,11,c
8159,8160,3/15/2018,13:13,Thursday,PAPE STATION,SUDP,5,8,E,BD,5277,Disorderly Patron,3,13,2018,13,c
8160,8161,3/15/2018,14:22,Thursday,COXWELL STATION,SUDP,27,29,W,BD,5067,Disorderly Patron,3,14,2018,14,c
8161,8162,3/15/2018,15:55,Thursday,OSGOODE STATION,SUDP,12,14,S,YU,5581,Disorderly Patron,3,15,2018,15,c
8162,8163,3/15/2018,16:22,Thursday,COXWELL STATION,MUSC,4,6,E,BD,5038,Miscellaneous Speed Control,3,16,2018,16,c
8163,8164,3/15/2018,16:47,Thursday,SPADINA YUS STATION,EUDO,5,7,N,YU,5851,Door Problems - Faulty Equipment,3,16,2018,16,c
8164,8165,3/15/2018,16:51,Thursday,DUPONT STATION,TUMVS,3,5,S,YU,5501,Operator Violated Signal,3,16,2018,16,c
8165,8166,3/15/2018,19:09,Thursday,GLENCAIRN STATION,TUDOE,23,25,N,YU,5456,Doors Open in Error,3,19,2018,19,d
8166,8167,3/15/2018,19:31,Thursday,FINCH STATION,SUAE,3,6,S,YU,5691,Assault / Employee Involved,3,19,2018,19,d
8167,8168,3/15/2018,19:44,Thursday,SPADINA YUS STATION,SUDP,4,7,N,YU,5511,Disorderly Patron,3,19,2018,19,d
8168,8169,3/15/2018,21:12,Thursday,SCARBOROUGH CTR STATIO,ERDO,14,20,S,SRT,3002,Door Problems - Faulty Equipment,3,21,2018,21,e
8169,8170,3/15/2018,23:06,Thursday,DUNDAS STATION,MUD,7,10,S,YU,6136,Door Problems - Passenger Related,3,23,2018,23,e
8170,8171,3/15/2018,23:11,Thursday,EGLINTON STATION,SUDP,3,8,N,YU,5986,Disorderly Patron,3,23,2018,23,e
8171,8172,3/16/2018,0:19,Friday,ST GEORGE YUS STATION,TUMVS,6,11,N,YU,5656,Operator Violated Signal,3,0,2018,24,e
8172,8173,3/16/2018,5:43,Friday,GREENWOOD STATION,MUSC,3,7,E,BD,5236,Miscellaneous Speed Control,3,5,2018,29,f
8173,8174,3/16/2018,7:03,Friday,SHEPPARD-YONGE YUS STATION,TUO,3,5,S,YU,5641,Transportation Department - Other,3,7,2018,7,b
8174,8175,3/16/2018,7:21,Friday,WILSON STATION,SUUT,9,11,N,YU,5576,Unauthorized at Track Level,3,7,2018,7,b
8175,8176,3/16/2018,7:42,Friday,KENNEDY BD STATION,TUNIP,3,5,W,BD,5349,Operator Not In Position,3,7,2018,7,b
8176,8177,3/16/2018,8:20,Friday,COLLEGE STATION,EUBK,9,12,S,YU,5991,Brakes,3,8,2018,8,b
8177,8178,3/16/2018,8:38,Friday,ST CLAIR STATION,SUDP,3,5,S,YU,5501,Disorderly Patron,3,8,2018,8,b
8178,8179,3/16/2018,14:57,Friday,WARDEN STATION,PUSTS,4,7,E,BD,5101,Signals - Train Stops,3,14,2018,14,c
8179,8180,3/16/2018,15:39,Friday,KIPLING STATION,MUPAA,3,5,W,BD,5018,Passenger Assistance Alarm Activated - No Trouble Found,3,15,2018,15,c
8180,8181,3/16/2018,15:57,Friday,SPADINA BD STATION,SUAP,4,6,W,BD,5285,Assault / Patron Involved,3,15,2018,15,c
8181,8182,3/16/2018,16:14,Friday,DUNDAS WEST STATION,MUDD,5,7,W,BD,5077,Door Problems - Debris Related,3,16,2018,16,c
8182,8183,3/16/2018,16:46,Friday,KIPLING STATION,SUCOL,3,5,W,BD,5336,Collector Booth Alarm Activated,3,16,2018,16,c
8183,8184,3/16/2018,17:11,Friday,WILSON STATION,SUDP,4,6,N,YU,5661,Disorderly Patron,3,17,2018,17,d
8184,8185,3/16/2018,17:45,Friday,SHEPPARD WEST STATION,EUBK,4,6,N,YU,5991,Brakes,3,17,2018,17,d
8185,8186,3/16/2018,19:32,Friday,DUNDAS WEST STATION,EUNT,4,7,E,BD,5189,Equipment - No Trouble Found,3,19,2018,19,d
8186,8187,3/16/2018,22:32,Friday,SHEPPARD-YONGE SHP STATION,PUSSW,5,10,W,SHP,6146,Track Switch Failure - Signal Related Problem,3,22,2018,22,e
8187,8188,3/16/2018,22:52,Friday,SHEPPARD WEST STATION,MUATC,10,15,N,YU,5741,ATC Project,3,22,2018,22,e
8188,8189,3/16/2018,23:43,Friday,OSSINGTON STATION,MUDD,4,8,E,BD,5061,Door Problems - Debris Related,3,23,2018,23,e
8189,8190,3/17/2018,0:45,Saturday,DAVISVILLE STATION,SUDP,7,12,N,YU,6051,Disorderly Patron,3,0,2018,24,e
8190,8191,3/17/2018,6:41,Saturday,JANE STATION,EUCO,4,7,E,BD,5281,Couplers,3,6,2018,6,a
8191,8192,3/17/2018,6:46,Saturday,RUNNYMEDE STATION,EUCD,3,7,E,BD,5281,Consequential Delay (2nd Delay Same Fault),3,6,2018,6,a
8192,8193,3/17/2018,9:39,Saturday,VAUGHAN MC STATION,EUDO,5,10,S,YU,5511,Door Problems - Faulty Equipment,3,9,2018,9,b
8193,8194,3/17/2018,10:29,Saturday,JANE STATION,SUDP,5,9,W,BD,5249,Disorderly Patron,3,10,2018,10,c
8194,8195,3/17/2018,11:12,Saturday,ST ANDREW STATION,SUO,4,9,N,YU,5411,Passenger Other,3,11,2018,11,c
8195,8196,3/17/2018,11:40,Saturday,VAUGHAN MC STATION,MUSAN,5,10,S,YU,6136,Unsanitary Vehicle,3,11,2018,11,c
8196,8197,3/17/2018,11:44,Saturday,YORK MILLS STATION,MUPAA,4,9,S,YU,5771,Passenger Assistance Alarm Activated - No Trouble Found,3,11,2018,11,c
8197,8198,3/17/2018,11:57,Saturday,BAY STATION,SUDP,7,11,E,BD,5297,Disorderly Patron,3,11,2018,11,c
8198,8199,3/17/2018,13:02,Saturday,ISLINGTON STATION,SUO,9,13,E,BD,5157,Passenger Other,3,13,2018,13,c
8199,8200,3/17/2018,14:30,Saturday,DUNDAS STATION,SUDP,5,8,N,YU,5806,Disorderly Patron,3,14,2018,14,c
8200,8201,3/17/2018,15:55,Saturday,UNION STATION,SUDP,5,8,S,YU,6101,Disorderly Patron,3,15,2018,15,c
8201,8202,3/17/2018,16:24,Saturday,DUPONT STATION,SUDP,4,7,N,YU,5576,Disorderly Patron,3,16,2018,16,c
8202,8203,3/17/2018,16:43,Saturday,ISLINGTON STATION,TUMVS,3,7,E,BD,5256,Operator Violated Signal,3,16,2018,16,c
8203,8204,3/17/2018,17:14,Saturday,ST PATRICK STATION,MUIR,3,6,N,YU,5456,Injured or ill Customer (On Train) - Medical Aid Refused,3,17,2018,17,d
8204,8205,3/17/2018,19:31,Saturday,YONGE BLOOR YUS STATION,SUDP,3,8,S,YU,5706,Disorderly Patron,3,19,2018,19,d
8205,8206,3/17/2018,23:01,Saturday,SHEPPARD-YONGE YUS STATION,SUDP,4,9,N,YU,5716,Disorderly Patron,3,23,2018,23,e
8206,8207,3/17/2018,23:16,Saturday,VAUGHAN MC STATION,MUATC,5,10,S,YU,5671,ATC Project,3,23,2018,23,e
8207,8208,3/17/2018,23:40,Saturday,ST PATRICK STATION,EUNT,13,18,N,YU,5556,Equipment - No Trouble Found,3,23,2018,23,e
8208,8209,3/18/2018,1:04,Sunday,QUEEN STATION,SUDP,3,8,S,YU,5636,Disorderly Patron,3,1,2018,25,e
8209,8210,3/18/2018,8:18,Sunday,EGLINTON STATION,TUCC,3,6,N,YU,5401,Transit Control Related Problems,3,8,2018,8,b
8210,8211,3/18/2018,10:11,Sunday,LAWRENCE WEST STATION,MUDD,5,10,N,YU,5771,Door Problems - Debris Related,3,10,2018,10,c
8211,8212,3/18/2018,10:18,Sunday,MAIN STREET STATION,EUPI,4,9,E,BD,5011,Propulsion System,3,10,2018,10,c
8212,8213,3/18/2018,10:30,Sunday,KENNEDY BD STATION,EUCD,6,10,W,BD,5240,Consequential Delay (2nd Delay Same Fault),3,10,2018,10,c
8213,8214,3/18/2018,10:39,Sunday,BROADVIEW STATION,SUDP,6,10,W,BD,5186,Disorderly Patron,3,10,2018,10,c
8214,8215,3/18/2018,12:22,Sunday,YONGE BLOOR YUS STATION,SUDP,7,11,S,YU,5601,Disorderly Patron,3,12,2018,12,c
8215,8216,3/18/2018,12:29,Sunday,LANSDOWNE STATION,EUNT,4,8,E,BD,5038,Equipment - No Trouble Found,3,12,2018,12,c
8216,8217,3/18/2018,18:30,Sunday,BAY STATION,SUDP,4,8,E,BD,5347,Disorderly Patron,3,18,2018,18,d
8217,8218,3/19/2018,0:21,Monday,DUFFERIN STATION,SUO,5,10,E,BD,5036,Passenger Other,3,0,2018,24,e
8218,8219,3/19/2018,0:52,Monday,ST ANDREW STATION,EUBO,5,10,S,YU,5856,Body,3,0,2018,24,e
8219,8220,3/19/2018,4:43,Monday,KENNEDY SRT STATION,PRSL,70,0,S,SRT,3002,Loop Related Failures,3,4,2018,28,f
8220,8221,3/19/2018,6:26,Monday,SHEPPARD-YONGE YUS STATION,MUPAA,3,6,N,YU,5876,Passenger Assistance Alarm Activated - No Trouble Found,3,6,2018,6,a
8221,8222,3/19/2018,7:13,Monday,COXWELL STATION,MUSC,3,5,E,BD,5171,Miscellaneous Speed Control,3,7,2018,7,b
8222,8223,3/19/2018,8:24,Monday,OSSINGTON STATION,MUIR,3,5,E,BD,5256,Injured or ill Customer (On Train) - Medical Aid Refused,3,8,2018,8,b
8223,8224,3/19/2018,8:31,Monday,KENNEDY BD STATION,SUUT,26,28,E,BD,5030,Unauthorized at Track Level,3,8,2018,8,b
8224,8225,3/19/2018,8:35,Monday,RUNNYMEDE STATION,EUDO,4,6,W,BD,5164,Door Problems - Faulty Equipment,3,8,2018,8,b
8225,8226,3/19/2018,9:17,Monday,PAPE STATION,MUPR1,17,19,W,BD,5214,Priority One - Train in Contact With Person,3,9,2018,9,b
8226,8227,3/19/2018,9:47,Monday,ST CLAIR WEST STATION,TUMVS,5,7,N,YU,5661,Operator Violated Signal,3,9,2018,9,b
8227,8228,3/19/2018,11:33,Monday,SHEPPARD WEST STATION,TUATC,5,8,N,YU,5671,ATC Operator Related,3,11,2018,11,c
8228,8229,3/19/2018,13:54,Monday,KENNEDY SRT STATION,ERDO,5,10,N,SRT,3011,Door Problems - Faulty Equipment,3,13,2018,13,c
8229,8230,3/19/2018,14:23,Monday,YONGE BLOOR YUS STATION,SUDP,4,8,S,YU,5851,Disorderly Patron,3,14,2018,14,c
8230,8231,3/19/2018,15:21,Monday,SHEPPARD-YONGE YUS STATION,SUO,3,5,N,YU,5681,Passenger Other,3,15,2018,15,c
8231,8232,3/19/2018,15:52,Monday,KENNEDY SRT STATION,ERCO,17,23,N,SRT,3024,Couplers,3,15,2018,15,c
8232,8233,3/19/2018,16:52,Monday,KENNEDY SRT STATION,ERDO,8,13,S,SRT,3025,Door Problems - Faulty Equipment,3,16,2018,16,c
8233,8234,3/19/2018,17:06,Monday,SPADINA BD STATION,MUPAA,3,5,W,BD,5061,Passenger Assistance Alarm Activated - No Trouble Found,3,17,2018,17,d
8234,8235,3/19/2018,17:38,Monday,SHEPPARD WEST STATION,TUATC,10,12,S,YU,5841,ATC Operator Related,3,17,2018,17,d
8235,8236,3/19/2018,18:25,Monday,ISLINGTON STATION,SUDP,3,5,W,BD,5363,Disorderly Patron,3,18,2018,18,d
8236,8237,3/19/2018,18:41,Monday,WILSON STATION,TUNIP,5,7,N,YU,5756,Operator Not In Position,3,18,2018,18,d
8237,8238,3/19/2018,18:56,Monday,YONGE BLOOR YUS STATION,SUDP,3,5,N,YU,5381,Disorderly Patron,3,18,2018,18,d
8238,8239,3/19/2018,18:57,Monday,YONGE BLOOR BD STATION,SUAP,5,7,W,BD,5305,Assault / Patron Involved,3,18,2018,18,d
8239,8240,3/19/2018,21:02,Monday,YONGE BLOOR BD STATION,SUAP,13,17,E,BD,5307,Assault / Patron Involved,3,21,2018,21,e
8240,8241,3/19/2018,21:53,Monday,OSGOODE STATION,SUDP,4,7,N,YU,5616,Disorderly Patron,3,21,2018,21,e
8241,8242,3/19/2018,22:10,Monday,DUPONT STATION,SUDP,3,6,N,YU,5616,Disorderly Patron,3,22,2018,22,e
8242,8243,3/19/2018,22:20,Monday,SHERBOURNE STATION,SUDP,4,7,E,BD,5152,Disorderly Patron,3,22,2018,22,e
8243,8244,3/19/2018,22:57,Monday,SHEPPARD WEST STATION,TUATC,5,10,N,YU,5671,ATC Operator Related,3,22,2018,22,e
8244,8245,3/20/2018,6:31,Tuesday,BAY STATION,MUPR1,90,92,W,BD,5227,Priority One - Train in Contact With Person,3,6,2018,6,a
8245,8246,3/20/2018,7:17,Tuesday,SHEPPARD WEST STATION,MUATC,11,13,N,YU,5531,ATC Project,3,7,2018,7,b
8246,8247,3/20/2018,7:54,Tuesday,ST GEORGE BD STATION,MUDD,8,10,W,BD,5341,Door Problems - Debris Related,3,7,2018,7,b
8247,8248,3/20/2018,8:02,Tuesday,KENNEDY BD STATION,EUPI,4,6,W,BD,5283,Propulsion System,3,8,2018,8,b
8248,8249,3/20/2018,8:06,Tuesday,OSSINGTON STATION,SUDP,15,18,W,BD,5130,Disorderly Patron,3,8,2018,8,b
8249,8250,3/20/2018,8:34,Tuesday,COXWELL STATION,MUIR,3,5,W,BD,5283,Injured or ill Customer (On Train) - Medical Aid Refused,3,8,2018,8,b
8250,8251,3/20/2018,9:10,Tuesday,BATHURST STATION,MUIR,4,7,E,BD,5233,Injured or ill Customer (On Train) - Medical Aid Refused,3,9,2018,9,b
8251,8252,3/20/2018,10:00,Tuesday,LAWRENCE EAST STATION,ERDO,3,8,S,SRT,3002,Door Problems - Faulty Equipment,3,10,2018,10,c
8252,8253,3/20/2018,13:31,Tuesday,ST CLAIR WEST STATION,TUMVS,3,5,N,YU,5736,Operator Violated Signal,3,13,2018,13,c
8253,8254,3/20/2018,14:17,Tuesday,OSSINGTON STATION,MUSC,7,10,E,BD,5038,Miscellaneous Speed Control,3,14,2018,14,c
8254,8255,3/20/2018,15:08,Tuesday,OLD MILL STATION,TUO,3,5,E,BD,5307,Transportation Department - Other,3,15,2018,15,c
8255,8256,3/20/2018,15:12,Tuesday,VAUGHAN MC STATION,MUTO,3,6,S,YU,5841,Misc. Transportation Other - Employee Non-Chargeable,3,15,2018,15,c
8256,8257,3/20/2018,16:48,Tuesday,DUNDAS STATION,MUPAA,3,6,S,YU,5811,Passenger Assistance Alarm Activated - No Trouble Found,3,16,2018,16,c
8257,8258,3/20/2018,17:05,Tuesday,ST GEORGE YUS STATION,MUIR,3,5,N,YU,5811,Injured or ill Customer (On Train) - Medical Aid Refused,3,17,2018,17,d
8258,8259,3/20/2018,22:46,Tuesday,ST GEORGE YUS STATION,MUIR,13,18,N,YU,5626,Injured or ill Customer (On Train) - Medical Aid Refused,3,22,2018,22,e
8259,8260,3/21/2018,0:00,Wednesday,EGLINTON STATION,MUIR,3,7,N,YU,5711,Injured or ill Customer (On Train) - Medical Aid Refused,3,0,2018,24,e
8260,8261,3/21/2018,0:04,Wednesday,KIPLING STATION,EUBK,4,8,E,BD,5370,Brakes,3,0,2018,24,e
8261,8262,3/21/2018,0:14,Wednesday,MUSEUM STATION,EUNT,4,9,S,YU,5651,Equipment - No Trouble Found,3,0,2018,24,e
8262,8263,3/21/2018,0:49,Wednesday,KEELE STATION,MUTO,3,7,W,BD,5031,Misc. Transportation Other - Employee Non-Chargeable,3,0,2018,24,e
8263,8264,3/21/2018,1:10,Wednesday,ST CLAIR STATION,EUVE,18,23,N,YU,5646,Work Vehicle,3,1,2018,25,e
8264,8265,3/21/2018,5:55,Wednesday,VAUGHAN MC STATION,EUECD,4,9,S,YU,5686,ECD / Line Mechanic Related Prob.,3,5,2018,29,f
8265,8266,3/21/2018,6:16,Wednesday,KIPLING STATION,MUSAN,4,8,E,BD,5112,Unsanitary Vehicle,3,6,2018,6,a
8266,8267,3/21/2018,8:22,Wednesday,KENNEDY SRT STATION,ERCO,14,19,S,SRT,3002,Couplers,3,8,2018,8,b
8267,8268,3/21/2018,8:59,Wednesday,UNION STATION,EUDO,4,6,N,YU,5891,Door Problems - Faulty Equipment,3,8,2018,8,b
8268,8269,3/21/2018,10:38,Wednesday,SHEPPARD WEST STATION,MUATC,3,6,N,YU,5701,ATC Project,3,10,2018,10,c
8269,8270,3/21/2018,11:17,Wednesday,MCCOWAN STATION,ERTR,5,10,S,SRT,3014,Trucks,3,11,2018,11,c
8270,8271,3/21/2018,11:53,Wednesday,LAWRENCE WEST STATION,TUMVS,3,5,N,YU,6131,Operator Violated Signal,3,11,2018,11,c
