,id,date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,month_number,hour,year,Time,Time_group
6606,6607,12/27/2019,18:57,Friday,FINCH WEST STATION,EUDO,7,9,N,YU,5666,Door Problems - Faulty Equipment,12,18,2019,18,d
6609,6610,12/28/2019,6:12,Saturday,SHEPPARD WEST STATION,MUATC,7,27,N,YU,5566,ATC Project,12,6,2019,6,a
6610,6611,12/28/2019,6:33,Saturday,SHEPPARD WEST STATION,MUATC,5,25,N,YU,5381,ATC Project,12,6,2019,6,a
6611,6612,12/28/2019,8:46,Saturday,ST GEORGE YUS STATION,TUS,6,11,N,YU,5386,Crew Unable to Maintain Schedule,12,8,2019,8,b
6612,6613,12/28/2019,10:29,Saturday,MUSEUM STATION,MUATC,5,10,S,YU,5871,ATC Project,12,10,2019,10,c
6614,6615,12/28/2019,13:05,Saturday,ST GEORGE YUS STATION,SUDP,6,9,S,YU,5696,Disorderly Patron,12,13,2019,13,c
6617,6618,12/28/2019,23:00,Saturday,ST PATRICK STATION,TUATC,3,8,N,YU,6066,ATC Operator Related,12,23,2019,23,e
6618,6619,12/29/2019,8:59,Sunday,DAVISVILLE STATION,SUDP,5,10,S,YU,5381,Disorderly Patron,12,8,2019,8,b
6620,6621,12/29/2019,10:34,Sunday,FINCH WEST STATION,EUTRD,4,8,N,YU,5906,TR Cab Doors,12,10,2019,10,c
6621,6622,12/29/2019,11:25,Sunday,FINCH STATION,TUSC,7,12,S,YU,6051,Operator Overspeeding,12,11,2019,11,c
6622,6623,12/29/2019,12:17,Sunday,FINCH STATION,TUNIP,4,8,S,YU,5476,Operator Not In Position,12,12,2019,12,c
6624,6625,12/29/2019,14:30,Sunday,FINCH STATION,TUNIP,3,7,S,YU,5601,Operator Not In Position,12,14,2019,14,c
6625,6626,12/29/2019,15:27,Sunday,QUEEN STATION,SUUT,12,16,N,YU,5891,Unauthorized at Track Level,12,15,2019,15,c
6626,6627,12/29/2019,18:25,Sunday,LAWRENCE STATION,MUDD,3,8,N,YU,5981,Door Problems - Debris Related,12,18,2019,18,d
6627,6628,12/29/2019,18:47,Sunday,EGLINTON STATION,MUTO,5,10,S,YU,6066,Misc. Transportation Other - Employee Non-Chargeable,12,18,2019,18,d
6630,6631,12/29/2019,22:07,Sunday,BLOOR STATION,EUBK,7,12,S,YU,6031,Brakes,12,22,2019,22,e
6631,6632,12/30/2019,0:05,Monday,FINCH WEST STATION,MUATC,8,13,N,YU,5716,ATC Project,12,0,2019,24,e
6632,6633,12/30/2019,6:27,Monday,ST GEORGE YUS STATION,MUATC,5,7,S,YU,5511,ATC Project,12,6,2019,6,a
6634,6635,12/30/2019,7:39,Monday,SPADINA YUS STATION,EUNT,4,6,S,YU,5501,Equipment - No Trouble Found,12,7,2019,7,b
6641,6642,12/30/2019,12:05,Monday,DUPONT STATION,SUDP,3,6,S,YU,5751,Disorderly Patron,12,12,2019,12,c
6642,6643,12/30/2019,12:15,Monday,GLENCAIRN STATION,MUATC,3,6,S,YU,5611,ATC Project,12,12,2019,12,c
6647,6648,12/30/2019,15:34,Monday,FINCH STATION,MUTO,3,6,S,YU,5476,Misc. Transportation Other - Employee Non-Chargeable,12,15,2019,15,c
6649,6650,12/30/2019,17:30,Monday,WILSON STATION,SUDP,5,8,N,YU,5906,Disorderly Patron,12,17,2019,17,d
6656,6657,12/30/2019,22:15,Monday,FINCH STATION,MUPAA,3,8,S,YU,6091,Passenger Assistance Alarm Activated - No Trouble Found,12,22,2019,22,e
6660,6661,12/31/2019,1:52,Tuesday,WELLESLEY STATION,MUPAA,3,8,N,YU,5606,Passenger Assistance Alarm Activated - No Trouble Found,12,1,2019,25,e
6661,6662,12/31/2019,10:36,Tuesday,ST GEORGE YUS STATION,SUDP,3,6,N,YU,5513,Disorderly Patron,12,10,2019,10,c
6662,6663,12/31/2019,10:36,Tuesday,ST GEORGE YUS STATION,SUDP,3,6,S,YU,5512,Disorderly Patron,12,10,2019,10,c
6665,6666,12/31/2019,11:46,Tuesday,VAUGHAN MC STATION,TUNIP,3,6,,YU,5126,Operator Not In Position,12,11,2019,11,c
6668,6669,12/31/2019,15:00,Tuesday,ROSEDALE STATION,SUDP,3,6,S,YU,5881,Disorderly Patron,12,15,2019,15,c
6670,6671,12/31/2019,15:29,Tuesday,ST CLAIR WEST STATION,SUDP,16,19,N,YU,5881,Disorderly Patron,12,15,2019,15,c
6674,6675,12/31/2019,20:52,Tuesday,WILSON STATION,MUTO,4,7,N,YU,5956,Misc. Transportation Other - Employee Non-Chargeable,12,20,2019,20,e
6675,6676,12/31/2019,21:07,Tuesday,EGLINTON WEST STATION,SUDP,13,16,N,YU,5631,Disorderly Patron,12,21,2019,21,e
6676,6677,1/1/2018,0:29,Monday,SHEPPARD WEST STATION,MUATC,10,15,N,YU,5986,ATC Project,1,0,2018,24,e
6677,6678,1/1/2018,1:39,Monday,MUSEUM STATION,MUO,6,11,S,YU,5781,Miscellaneous Other,1,1,2018,25,e
6679,6680,1/1/2018,2:42,Monday,COLLEGE STATION,SUDP,7,12,N,YU,5696,Disorderly Patron,1,2,2018,26,f
6688,6689,1/1/2018,9:02,Monday,DAVISVILLE STATION,PUSO,4,9,S,YU,5755,S/E/C Department Other,1,9,2018,9,b
6692,6693,1/1/2018,15:49,Monday,EGLINTON STATION,TUO,6,10,S,YU,6061,Transportation Department - Other,1,15,2018,15,c
6697,6698,1/1/2018,17:07,Monday,YONGE BLOOR YUS STATION,PUSNT,6,10,S,YU,5751,Signal Problem - No Trouble,1,17,2018,17,d
6699,6700,1/1/2018,18:32,Monday,ST PATRICK STATION,MUI,6,11,S,YU,5891,Injured or ill Customer (On Train) - Transported,1,18,2018,18,d
6701,6702,1/1/2018,23:07,Monday,YORK MILLS STATION,EUDO,3,8,S,YU,5511,Door Problems - Faulty Equipment,1,23,2018,23,e
6702,6703,1/2/2018,0:56,Tuesday,FINCH STATION,EUATC,5,10,S,YU,6081,ATC RC&S Equipment,1,0,2018,24,e
6703,6704,1/2/2018,0:56,Tuesday,FINCH STATION,EUATC,5,10,S,YU,6081,ATC RC&S Equipment,1,0,2018,24,e
6706,6707,1/2/2018,6:07,Tuesday,KING STATION,PUSTS,4,8,N,YU,5651,Signals - Train Stops,1,6,2018,6,a
6707,6708,1/2/2018,6:10,Tuesday,WILSON STATION,MUNOA,3,5,S,YU,0,No Operator Immediately Available - Not E.S.A. Related ,1,6,2018,6,a
6708,6709,1/2/2018,6:14,Tuesday,VAUGHAN MC STATION,EUTRD,3,5,S,YU,5676,TR Cab Doors,1,6,2018,6,a
6711,6712,1/2/2018,8:33,Tuesday,UNION STATION,MUI,5,7,N,YU,5806,Injured or ill Customer (On Train) - Transported,1,8,2018,8,b
6712,6713,1/2/2018,8:35,Tuesday,WILSON STATION,EUBK,44,46,N,YU,5696,Brakes,1,8,2018,8,b
6713,6714,1/2/2018,9:18,Tuesday,FINCH WEST STATION,SUDP,3,7,S,YU,6096,Disorderly Patron,1,9,2018,9,b
6718,6719,1/2/2018,14:26,Tuesday,WILSON STATION,TUNIP,8,11,N,YU,5841,Operator Not In Position,1,14,2018,14,c
6720,6721,1/2/2018,17:13,Tuesday,COLLEGE STATION,MUPAA,3,5,N,YU,5566,Passenger Assistance Alarm Activated - No Trouble Found,1,17,2018,17,d
6721,6722,1/2/2018,20:03,Tuesday,YORKDALE STATION,MUI,10,13,N,YU,5831,Injured or ill Customer (On Train) - Transported,1,20,2018,20,e
6722,6723,1/2/2018,20:25,Tuesday,FINCH STATION,MUNOA,3,6,S,YU,6136,No Operator Immediately Available - Not E.S.A. Related ,1,20,2018,20,e
6723,6724,1/2/2018,23:02,Tuesday,ST CLAIR STATION,MUIR,4,9,N,YU,5986,Injured or ill Customer (On Train) - Medical Aid Refused,1,23,2018,23,e
6724,6725,1/3/2018,1:02,Wednesday,SHEPPARD WEST STATION,MUO,4,9,S,YU,5636,Miscellaneous Other,1,1,2018,25,e
6725,6726,1/3/2018,1:09,Wednesday,YONGE BLOOR YUS STATION,SUO,13,18,N,YU,5716,Passenger Other,1,1,2018,25,e
6726,6727,1/3/2018,5:57,Wednesday,WILSON STATION,MUNOA,3,7,S,YU,0,No Operator Immediately Available - Not E.S.A. Related ,1,5,2018,29,f
6731,6732,1/3/2018,8:36,Wednesday,LAWRENCE STATION,MUIR,4,6,S,YU,5736,Injured or ill Customer (On Train) - Medical Aid Refused,1,8,2018,8,b
6737,6738,1/3/2018,10:29,Wednesday,YONGE BLOOR YUS STATION,SUUT,5,9,S,YU,5956,Unauthorized at Track Level,1,10,2018,10,c
6738,6739,1/3/2018,10:35,Wednesday,EGLINTON WEST STATION,TUOS,3,7,S,YU,5731,Operator Overshot Platform,1,10,2018,10,c
6739,6740,1/3/2018,11:09,Wednesday,FINCH WEST STATION,MUATC,3,7,N,YU,5611,ATC Project,1,11,2018,11,c
6742,6743,1/3/2018,14:19,Wednesday,DUPONT STATION,SUDP,6,9,S,YU,5481,Disorderly Patron,1,14,2018,14,c
6745,6746,1/3/2018,15:21,Wednesday,WELLESLEY STATION,MUIR,6,9,N,YU,6121,Injured or ill Customer (On Train) - Medical Aid Refused,1,15,2018,15,c
6750,6751,1/3/2018,23:19,Wednesday,FINCH STATION,MUSAN,5,10,S,YU,5511,Unsanitary Vehicle,1,23,2018,23,e
6752,6753,1/3/2018,23:48,Wednesday,FINCH STATION,TUNOA,5,10,N,YU,5546,No Operator Immediately Available ,1,23,2018,23,e
6753,6754,1/4/2018,1:11,Thursday,QUEEN'S PARK STATION,EUDO,3,7,N,YU,5746,Door Problems - Faulty Equipment,1,1,2018,25,e
6755,6756,1/4/2018,5:45,Thursday,FINCH STATION,EUTL,4,8,S,YU,5541,Trainline System,1,5,2018,29,f
6757,6758,1/4/2018,6:33,Thursday,SHEPPARD WEST STATION,EUNT,5,9,N,YU,5381,Equipment - No Trouble Found,1,6,2018,6,a
6759,6760,1/4/2018,7:31,Thursday,WILSON STATION,MUNOA,3,5,N,YU,0,No Operator Immediately Available - Not E.S.A. Related ,1,7,2018,7,b
6760,6761,1/4/2018,7:39,Thursday,WILSON STATION,PUTIS,3,5,S,YU,0,Ice / Snow Related Problems,1,7,2018,7,b
6761,6762,1/4/2018,12:34,Thursday,WILSON STATION,TUNOA,3,6,N,YU,0,No Operator Immediately Available ,1,12,2018,12,c
6762,6763,1/4/2018,14:19,Thursday,VAUGHAN MC STATION,MUSAN,3,6,N,YU,5881,Unsanitary Vehicle,1,14,2018,14,c
6763,6764,1/4/2018,14:26,Thursday,SPADINA YUS STATION,MUPLA,5,8,N,YU,5981,Fire/Smoke Plan A,1,14,2018,14,c
6764,6765,1/4/2018,16:28,Thursday,ST CLAIR STATION,TUNOA,3,5,S,YU,0,No Operator Immediately Available ,1,16,2018,16,c
6766,6767,1/4/2018,16:47,Thursday,SHEPPARD WEST STATION,MUDD,6,8,S,YU,5936,Door Problems - Debris Related,1,16,2018,16,c
6767,6768,1/4/2018,18:27,Thursday,WILSON STATION,TUNOA,3,5,,YU,0,No Operator Immediately Available ,1,18,2018,18,d
6768,6769,1/4/2018,19:47,Thursday,SHEPPARD WEST STATION,MUWR,5,8,S,YU,5461,Work Refusal,1,19,2018,19,d
6769,6770,1/4/2018,20:30,Thursday,VAUGHAN MC STATION,TUATC,26,29,N,YU,5786,ATC Operator Related,1,20,2018,20,e
6770,6771,1/4/2018,20:49,Thursday,DAVISVILLE STATION,SUDP,5,8,N,YU,5526,Disorderly Patron,1,20,2018,20,e
6772,6773,1/5/2018,6:01,Friday,DAVISVILLE STATION,PUSIS,52,55,S,YU,5991,Signals Track Weather Related,1,6,2018,6,a
6775,6776,1/5/2018,6:32,Friday,ST CLAIR WEST STATION,EUTRD,6,9,S,YU,5646,TR Cab Doors,1,6,2018,6,a
6777,6778,1/5/2018,6:42,Friday,DOWNSVIEW PARK STATION,EUBO,3,6,S,YU,5501,Body,1,6,2018,6,a
6779,6780,1/5/2018,7:15,Friday,EGLINTON WEST STATION,EUDO,6,9,S,YU,5741,Door Problems - Faulty Equipment,1,7,2018,7,b
6782,6783,1/5/2018,8:37,Friday,VAUGHAN MC STATION,TUSUP,3,7,S,YU,5636,Supervisory Error,1,8,2018,8,b
6784,6785,1/5/2018,9:07,Friday,YONGE BLOOR YUS STATION,PUSIS,3,5,S,YU,5726,Signals Track Weather Related,1,9,2018,9,b
6788,6789,1/5/2018,10:59,Friday,YORK MILLS STATION,PUSRA,8,11,N,YU,6091,Subway Radio System Fault ,1,10,2018,10,c
6791,6792,1/5/2018,13:34,Friday,ROSEDALE STATION,SUDP,6,10,S,YU,5541,Disorderly Patron,1,13,2018,13,c
6794,6795,1/5/2018,14:43,Friday,ST CLAIR WEST STATION,MUI,18,22,S,YU,5896,Injured or ill Customer (On Train) - Transported,1,14,2018,14,c
6795,6796,1/5/2018,15:55,Friday,SHEPPARD-YONGE YUS STATION,MUPAA,3,7,N,YU,5761,Passenger Assistance Alarm Activated - No Trouble Found,1,15,2018,15,c
6796,6797,1/5/2018,18:02,Friday,HIGHWAY 407 STATION,MUATC,5,7,N,YU,5426,ATC Project,1,18,2018,18,d
6799,6800,1/5/2018,22:32,Friday,ST GEORGE YUS STATION,SUDP,6,11,S,YU,6046,Disorderly Patron,1,22,2018,22,e
6800,6801,1/5/2018,22:37,Friday,EGLINTON STATION,SUDP,4,9,S,YU,6071,Disorderly Patron,1,22,2018,22,e
6801,6802,1/5/2018,23:23,Friday,QUEEN'S PARK STATION,MUTO,5,10,S,YU,0,Misc. Transportation Other - Employee Non-Chargeable,1,23,2018,23,e
6802,6803,1/6/2018,0:49,Saturday,YORKDALE STATION,MUI,9,14,N,YU,6126,Injured or ill Customer (On Train) - Transported,1,0,2018,24,e
6803,6804,1/6/2018,1:27,Saturday,WELLESLEY STATION,TUOS,5,10,S,YU,6096,Operator Overshot Platform,1,1,2018,25,e
6804,6805,1/6/2018,6:24,Saturday,WILSON STATION,PUTR,5,10,S,YU,5806,Rail Related Problem,1,6,2018,6,a
6805,6806,1/6/2018,7:18,Saturday,SHEPPARD WEST STATION,MUDD,3,8,S,YU,5386,Door Problems - Debris Related,1,7,2018,7,b
6807,6808,1/6/2018,10:04,Saturday,NORTH YORK CTR STATION,EUNT,4,9,N,YU,5576,Equipment - No Trouble Found,1,10,2018,10,c
6808,6809,1/6/2018,10:15,Saturday,LAWRENCE STATION,EUDO,8,13,N,YU,5806,Door Problems - Faulty Equipment,1,10,2018,10,c
6809,6810,1/6/2018,10:19,Saturday,FINCH STATION,EUCD,5,10,S,YU,5801,Consequential Delay (2nd Delay Same Fault),1,10,2018,10,c
6812,6813,1/6/2018,12:02,Saturday,DUPONT STATION,PUSCR,3,8,S,YU,5856,Subway Car Radio Fault ,1,12,2018,12,c
6813,6814,1/6/2018,12:41,Saturday,WELLESLEY STATION,MUIR,7,12,S,YU,5611,Injured or ill Customer (On Train) - Medical Aid Refused,1,12,2018,12,c
6814,6815,1/6/2018,13:20,Saturday,YONGE BLOOR YUS STATION,EUNT,3,8,N,YU,5576,Equipment - No Trouble Found,1,13,2018,13,c
6817,6818,1/6/2018,16:53,Saturday,ST GEORGE YUS STATION,MUDD,5,8,N,YU,5801,Door Problems - Debris Related,1,16,2018,16,c
6818,6819,1/6/2018,21:47,Saturday,SHEPPARD-YONGE YUS STATION,EUBK,5,10,S,YU,5801,Brakes,1,21,2018,21,e
6819,6820,1/6/2018,22:07,Saturday,LAWRENCE STATION,MUIR,9,14,N,YU,5836,Injured or ill Customer (On Train) - Medical Aid Refused,1,22,2018,22,e
6821,6822,1/7/2018,8:57,Sunday,UNION STATION,SUDP,3,8,N,YU,5491,Disorderly Patron,1,8,2018,8,b
6825,6826,1/7/2018,14:16,Sunday,ST GEORGE YUS STATION,SUDP,4,8,S,YU,5856,Disorderly Patron,1,14,2018,14,c
6828,6829,1/7/2018,18:50,Sunday,LAWRENCE WEST STATION,SUAP,33,38,N,YU,6051,Assault / Patron Involved,1,18,2018,18,d
6830,6831,1/8/2018,1:14,Monday,ST CLAIR WEST STATION,TUMVS,3,8,S,YU,6026,Operator Violated Signal,1,1,2018,25,e
6831,6832,1/8/2018,5:36,Monday,WILSON STATION,EUTL,17,0,S,YU,5411,Trainline System,1,5,2018,29,f
6833,6834,1/8/2018,6:30,Monday,ST ANDREW STATION,MUO,3,5,S,YU,5491,Miscellaneous Other,1,6,2018,6,a
6834,6835,1/8/2018,6:31,Monday,ST ANDREW STATION,MUO,3,5,S,YU,5841,Miscellaneous Other,1,6,2018,6,a
6835,6836,1/8/2018,6:48,Monday,MUSEUM STATION,MUO,3,5,N,YU,5021,Miscellaneous Other,1,6,2018,6,a
6836,6837,1/8/2018,7:40,Monday,ST GEORGE YUS STATION,MUO,3,5,S,YU,5861,Miscellaneous Other,1,7,2018,7,b
6837,6838,1/8/2018,8:07,Monday,SHEPPARD WEST STATION,MUSC,3,5,S,YU,5451,Miscellaneous Speed Control,1,8,2018,8,b
6839,6840,1/8/2018,8:46,Monday,COLLEGE STATION,MUPAA,3,5,S,YU,5996,Passenger Assistance Alarm Activated - No Trouble Found,1,8,2018,8,b
6840,6841,1/8/2018,8:49,Monday,YORK MILLS STATION,MUPAA,3,5,S,YU,5946,Passenger Assistance Alarm Activated - No Trouble Found,1,8,2018,8,b
6842,6843,1/8/2018,8:55,Monday,SUMMERHILL STATION,MUIR,7,9,S,YU,5691,Injured or ill Customer (On Train) - Medical Aid Refused,1,8,2018,8,b
6843,6844,1/8/2018,9:04,Monday,EGLINTON STATION,MUIR,3,5,S,YU,5946,Injured or ill Customer (On Train) - Medical Aid Refused,1,9,2018,9,b
6844,6845,1/8/2018,9:14,Monday,WELLESLEY STATION,MUIR,6,8,S,YU,5951,Injured or ill Customer (On Train) - Medical Aid Refused,1,9,2018,9,b
6846,6847,1/8/2018,9:25,Monday,WELLESLEY STATION,MUPAA,3,5,S,YU,5946,Passenger Assistance Alarm Activated - No Trouble Found,1,9,2018,9,b
6847,6848,1/8/2018,9:27,Monday,ROSEDALE STATION,MUIR,7,9,S,YU,6076,Injured or ill Customer (On Train) - Medical Aid Refused,1,9,2018,9,b
6852,6853,1/8/2018,11:41,Monday,ROSEDALE STATION,MUIR,3,5,S,YU,5981,Injured or ill Customer (On Train) - Medical Aid Refused,1,11,2018,11,c
6854,6855,1/8/2018,14:40,Monday,EGLINTON STATION,MUNOA,4,7,S,YU,6076,No Operator Immediately Available - Not E.S.A. Related ,1,14,2018,14,c
6857,6858,1/8/2018,15:43,Monday,EGLINTON WEST STATION,PUSI,3,6,N,YU,5806,Signals or Related Components Failure ,1,15,2018,15,c
6858,6859,1/8/2018,16:02,Monday,YORKDALE STATION,EUO,3,6,S,YU,5416,RC&S Other,1,16,2018,16,c
6859,6860,1/8/2018,17:18,Monday,OSGOODE STATION,MUPAA,3,6,N,YU,5081,Passenger Assistance Alarm Activated - No Trouble Found,1,17,2018,17,d
6860,6861,1/8/2018,18:47,Monday,EGLINTON STATION,SUDP,7,11,N,YU,5956,Disorderly Patron,1,18,2018,18,d
6861,6862,1/8/2018,19:33,Monday,EGLINTON STATION,SUDP,5,8,N,YU,5971,Disorderly Patron,1,19,2018,19,d
6864,6865,1/9/2018,5:50,Tuesday,VAUGHAN MC STATION,TUCC,22,0,S,YU,5636,Transit Control Related Problems,1,5,2018,29,f
6865,6866,1/9/2018,5:54,Tuesday,UNION STATION,PUTWZ,7,0,S,YU,5531,Work Zone Problems - Track,1,5,2018,29,f
6866,6867,1/9/2018,5:59,Tuesday,YONGE BLOOR YUS STATION,PUTWZ,5,0,N,YU,6071,Work Zone Problems - Track,1,5,2018,29,f
6868,6869,1/9/2018,8:30,Tuesday,GLENCAIRN STATION,MUI,5,7,N,YU,5506,Injured or ill Customer (On Train) - Transported,1,8,2018,8,b
6870,6871,1/9/2018,9:39,Tuesday,WILSON STATION,EUBK,3,5,N,YU,6096,Brakes,1,9,2018,9,b
6871,6872,1/9/2018,11:26,Tuesday,YORK MILLS STATION,MUIR,3,6,S,YU,5416,Injured or ill Customer (On Train) - Medical Aid Refused,1,11,2018,11,c
6873,6874,1/9/2018,17:05,Tuesday,VAUGHAN MC STATION,MUATC,12,14,N,YU,6031,ATC Project,1,17,2018,17,d
6874,6875,1/9/2018,17:20,Tuesday,VAUGHAN MC STATION,MUSAN,3,5,S,YU,5381,Unsanitary Vehicle,1,17,2018,17,d
6875,6876,1/9/2018,17:37,Tuesday,VAUGHAN MC STATION,MUI,15,17,S,YU,5691,Injured or ill Customer (On Train) - Transported,1,17,2018,17,d
6876,6877,1/9/2018,17:42,Tuesday,VAUGHAN MC STATION,MUTO,3,5,S,YU,5381,Misc. Transportation Other - Employee Non-Chargeable,1,17,2018,17,d
6877,6878,1/9/2018,18:05,Tuesday,LAWRENCE STATION,MUIR,4,6,N,YU,5601,Injured or ill Customer (On Train) - Medical Aid Refused,1,18,2018,18,d
6880,6881,1/9/2018,18:58,Tuesday,EGLINTON STATION,MUTO,3,6,S,YU,6061,Misc. Transportation Other - Employee Non-Chargeable,1,18,2018,18,d
6888,6889,1/10/2018,6:11,Wednesday,VAUGHAN MC STATION,TUATC,3,5,S,YU,5971,ATC Operator Related,1,6,2018,6,a
6889,6890,1/10/2018,6:12,Wednesday,VAUGHAN MC STATION,MUATC,10,12,S,YU,6576,ATC Project,1,6,2018,6,a
6890,6891,1/10/2018,6:36,Wednesday,VAUGHAN MC STATION,TUATC,3,5,S,YU,5511,ATC Operator Related,1,6,2018,6,a
6891,6892,1/10/2018,7:16,Wednesday,FINCH WEST STATION,MUATC,5,7,S,YU,6136,ATC Project,1,7,2018,7,b
6893,6894,1/10/2018,8:32,Wednesday,FINCH WEST STATION,MUATC,3,7,N,YU,5601,ATC Project,1,8,2018,8,b
6894,6895,1/10/2018,9:08,Wednesday,COLLEGE STATION,MUPAA,4,7,S,YU,5631,Passenger Assistance Alarm Activated - No Trouble Found,1,9,2018,9,b
6895,6896,1/10/2018,12:32,Wednesday,SHEPPARD WEST STATION,MUATC,3,6,S,YU,5496,ATC Project,1,12,2018,12,c
6896,6897,1/10/2018,12:55,Wednesday,WILSON STATION,EUBK,8,11,S,YU,5911,Brakes,1,12,2018,12,c
6897,6898,1/10/2018,13:35,Wednesday,VAUGHAN MC STATION,TUO,3,6,N,YU,5426,Transportation Department - Other,1,13,2018,13,c
6898,6899,1/10/2018,15:11,Wednesday,WILSON STATION,TUNIP,9,11,S,YU,5611,Operator Not In Position,1,15,2018,15,c
6899,6900,1/10/2018,15:28,Wednesday,WILSON STATION,MUPAA,3,5,S,YU,5621,Passenger Assistance Alarm Activated - No Trouble Found,1,15,2018,15,c
6900,6901,1/10/2018,15:32,Wednesday,VAUGHAN MC STATION,TUNIP,12,14,S,YU,6136,Operator Not In Position,1,15,2018,15,c
6901,6902,1/10/2018,15:50,Wednesday,UNION STATION,EUNT,3,5,N,YU,5871,Equipment - No Trouble Found,1,15,2018,15,c
6902,6903,1/10/2018,16:51,Wednesday,KING STATION,EUPI,3,5,S,YU,5416,Propulsion System,1,16,2018,16,c
6905,6906,1/10/2018,18:12,Wednesday,VAUGHAN MC STATION,MUATC,94,96,N,YU,5986,ATC Project,1,18,2018,18,d
6908,6909,1/10/2018,23:18,Wednesday,FINCH STATION,MUI,4,8,S,YU,6131,Injured or ill Customer (On Train) - Transported,1,23,2018,23,e
6909,6910,1/11/2018,0:15,Thursday,DUPONT STATION,SUAP,10,15,N,YU,5601,Assault / Patron Involved,1,0,2018,24,e
6911,6912,1/11/2018,6:01,Thursday,EGLINTON STATION,EUOE,5,10,N,YU,6041,Rail Cars & Shops Opr. Error,1,6,2018,6,a
6913,6914,1/11/2018,8:17,Thursday,SHEPPARD WEST STATION,MUATC,6,8,S,YU,5676,ATC Project,1,8,2018,8,b
6914,6915,1/11/2018,8:26,Thursday,SHEPPARD WEST STATION,MUPAA,3,5,S,YU,5541,Passenger Assistance Alarm Activated - No Trouble Found,1,8,2018,8,b
6915,6916,1/11/2018,8:33,Thursday,SHEPPARD WEST STATION,MUATC,6,9,N,YU,5846,ATC Project,1,8,2018,8,b
6916,6917,1/11/2018,8:58,Thursday,WELLESLEY STATION,MUPAA,4,7,S,YU,5561,Passenger Assistance Alarm Activated - No Trouble Found,1,8,2018,8,b
6917,6918,1/11/2018,9:15,Thursday,GLENCAIRN STATION,MUIR,7,9,N,YU,5961,Injured or ill Customer (On Train) - Medical Aid Refused,1,9,2018,9,b
6918,6919,1/11/2018,9:23,Thursday,ST ANDREW STATION,MUPLB,34,36,S,YU,6101,Fire/Smoke Plan B - Source TTC,1,9,2018,9,b
6919,6920,1/11/2018,10:53,Thursday,VAUGHAN MC STATION,MUATC,3,6,S,YU,6036,ATC Project,1,10,2018,10,c
6921,6922,1/11/2018,13:51,Thursday,DUPONT STATION,TUMVS,3,6,S,YU,6021,Operator Violated Signal,1,13,2018,13,c
6924,6925,1/11/2018,17:39,Thursday,LAWRENCE STATION,MUD,7,9,N,YU,5666,Door Problems - Passenger Related,1,17,2018,17,d
6925,6926,1/11/2018,19:25,Thursday,DUNDAS STATION,SUDP,8,11,N,YU,5426,Disorderly Patron,1,19,2018,19,d
6926,6927,1/11/2018,20:17,Thursday,DUPONT STATION,MUPAA,3,6,N,YU,5891,Passenger Assistance Alarm Activated - No Trouble Found,1,20,2018,20,e
6929,6930,1/12/2018,0:00,Friday,YONGE BLOOR YUS STATION,EUVE,4,9,,YU,0,Work Vehicle,1,0,2018,24,e
6930,6931,1/12/2018,5:35,Friday,YORK MILLS STATION,TUCC,5,7,N,YU,5636,Transit Control Related Problems,1,5,2018,29,f
6931,6932,1/12/2018,5:45,Friday,EGLINTON STATION,PUTWZ,19,0,S,YU,5931,Work Zone Problems - Track,1,5,2018,29,f
6933,6934,1/12/2018,6:34,Friday,YORK MILLS STATION,MUPLB,19,22,N,YU,5441,Fire/Smoke Plan B - Source TTC,1,6,2018,6,a
6936,6937,1/12/2018,7:37,Friday,SHEPPARD WEST STATION,MUSC,3,5,S,YU,6121,Miscellaneous Speed Control,1,7,2018,7,b
6938,6939,1/12/2018,8:31,Friday,UNION STATION,MUIR,3,5,N,YU,5481,Injured or ill Customer (On Train) - Medical Aid Refused,1,8,2018,8,b
6941,6942,1/12/2018,10:14,Friday,YORK MILLS STATION,PUSNT,5,8,N,YU,5491,Signal Problem - No Trouble,1,10,2018,10,c
6943,6944,1/12/2018,10:53,Friday,ROSEDALE STATION,TUCC,5,8,S,YU,5701,Transit Control Related Problems,1,10,2018,10,c
6945,6946,1/12/2018,11:54,Friday,YONGE BLOOR YUS STATION,SUDP,6,9,S,YU,5771,Disorderly Patron,1,11,2018,11,c
6946,6947,1/12/2018,11:59,Friday,YORK MILLS STATION,MUSC,7,10,S,YU,6036,Miscellaneous Speed Control,1,11,2018,11,c
6947,6948,1/12/2018,12:43,Friday,LAWRENCE WEST STATION,MUPAA,3,6,S,YU,5456,Passenger Assistance Alarm Activated - No Trouble Found,1,12,2018,12,c
6949,6950,1/12/2018,13:21,Friday,HIGHWAY 407 STATION,SUDP,7,10,S,YU,5936,Disorderly Patron,1,13,2018,13,c
6950,6951,1/12/2018,15:06,Friday,WILSON STATION,PUSIS,3,6,N,YU,5651,Signals Track Weather Related,1,15,2018,15,c
6951,6952,1/12/2018,15:15,Friday,WILSON STATION,PUSIS,3,6,N,YU,5651,Signals Track Weather Related,1,15,2018,15,c
6953,6954,1/12/2018,16:04,Friday,LAWRENCE WEST STATION,PUSIS,3,5,S,YU,5611,Signals Track Weather Related,1,16,2018,16,c
6954,6955,1/12/2018,17:21,Friday,VAUGHAN MC STATION,TUO,6,8,S,YU,5526,Transportation Department - Other,1,17,2018,17,d
